,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
278,urbino,43.7298,12.6356,36.0,74,75,4.61,IT,1613429449
279,santa lucia,27.9117,-15.5407,75.2,25,0,4.61,ES,1613429449
280,diffa,13.3154,12.6113,72.32,19,0,9.44,NE,1613429449
281,maragogi,-9.0122,-35.2225,79.48,81,86,7.72,BR,1613429067
282,mount isa,-20.7333,139.5,80.6,50,1,2.3,AU,1613429138
283,usagara,-2.6833,33.0,68.74,84,100,2.48,TZ,1613429450
284,poum,-20.2333,164.0167,81.16,72,0,2.53,NC,1613429450
285,arrifes,37.7667,-25.7,55.4,71,20,18.41,PT,1613429450
286,mehamn,71.0357,27.8492,26.6,80,90,8.05,NO,1613429137
287,bathsheba,13.2167,-59.5167,78.8,61,40,18.41,BB,1613429083
288,blind river,46.1834,-82.9582,10.4,56,1,11.5,CA,1613429451
289,santiago,-33.4569,-70.6483,75.0,53,20,6.91,CL,1613429218
290,warrnambool,-38.3833,142.4833,66.99,85,76,5.99,AU,1613429452
291,havelock,34.8791,-76.9013,48.99,100,90,4.61,US,1613429216
292,shatalovo,54.334,32.4465,-9.38,91,30,3.06,RU,1613429452
293,visby,57.6409,18.296,26.01,93,100,5.75,SE,1613429452
294,burns lake,54.2331,-125.7533,21.2,79,100,1.14,CA,1613428932
295,alyangula,-13.8483,136.4192,84.2,84,100,6.91,AU,1613429452
296,kirksville,40.1948,-92.5833,-2.0,71,90,11.5,US,1613429452
297,dikson,73.5069,80.5464,-27.22,81,46,10.45,RU,1613429087
298,dongsheng,39.8161,109.9776,15.57,78,2,9.26,CN,1613429453
299,fairbanks,64.8378,-147.7164,3.99,77,1,0.56,US,1613428848
300,nioro,13.35,-15.75,74.57,23,100,6.96,GM,1613429453
301,luderitz,-26.6481,15.1594,66.27,54,0,23.94,NA,1613429057
302,honiara,-9.4333,159.95,85.66,66,83,3.42,SB,1613429111
303,douentza,14.9951,-2.9517,76.6,17,0,2.84,ML,1613429454
304,karwar,14.8,74.1333,71.01,86,3,5.14,IN,1613429454
305,tuktoyaktuk,69.4541,-133.0374,-20.2,76,75,5.12,CA,1613429069
306,tanabe,33.7333,135.3667,41.74,67,4,21.43,JP,1613429454
307,bemidji,47.4736,-94.8803,1.4,39,1,4.61,US,1613429403
308,husavik,66.0449,-17.3389,37.4,81,0,5.75,IS,1613429164
309,kaeo,-35.1,173.7833,71.62,78,77,12.28,NZ,1613429456
310,montepuez,-13.1256,38.9997,70.83,97,100,8.84,MZ,1613429456
311,coahuayana,18.7333,-103.6833,75.2,50,1,7.47,MX,1613429144
312,osakarovka,50.565,72.5692,26.69,98,90,14.56,KZ,1613429456
313,atar,20.5169,-13.0499,71.83,20,34,12.91,MR,1613429185
314,saraland,30.8207,-88.0706,44.6,81,90,13.8,US,1613429456
315,khani,41.9563,42.9566,44.6,93,90,5.75,GE,1613429134
316,patacamaya,-17.2333,-67.9167,54.37,48,97,7.16,BO,1613429456
317,nantucket,41.2835,-70.0995,37.99,100,90,9.22,US,1613428880
318,hasaki,35.7333,140.8333,46.4,53,20,5.75,JP,1613429457
319,ihosy,-22.4,46.1167,68.05,92,100,3.15,MG,1613429457
320,touros,-5.1989,-35.4608,82.4,74,40,12.66,BR,1613429458
321,zaoyang,32.1272,112.7542,39.9,86,96,2.17,CN,1613429458
322,talcahuano,-36.7167,-73.1167,64.4,72,0,11.5,CL,1613429415
323,kampot,10.6167,104.1833,77.0,78,40,1.14,KH,1613429458
324,teghra,25.4833,85.95,56.08,63,0,4.0,IN,1613429458
325,xinmin,41.9908,122.8253,1.4,78,8,4.47,CN,1613429189
326,karaton,-6.3424,106.1045,79.0,94,75,2.3,ID,1613429459
327,cayenne,4.9333,-52.3333,77.0,94,0,10.8,GF,1613429088
328,yinchuan,38.4681,106.2731,30.11,70,0,1.41,CN,1613429459
329,ostrovnoy,68.0531,39.5131,3.34,92,100,10.87,RU,1613429070
330,omboue,-1.5746,9.2618,79.16,87,100,3.8,GA,1613429459
331,marsh harbour,26.5412,-77.0636,75.96,84,2,14.2,BS,1613429082
332,hambantota,6.1241,81.1185,74.34,85,56,11.1,LK,1613429147
333,guilin,25.2819,110.2864,60.8,88,90,4.47,CN,1613429460
334,athabasca,54.7169,-113.2854,1.4,51,86,9.22,CA,1613429461
335,abbeville,50.1,1.8333,46.0,83,100,10.42,FR,1613429461
336,heihe,50.2441,127.4902,-11.2,77,20,6.71,CN,1613429461
337,vila franca do campo,37.7167,-25.4333,55.4,71,20,18.41,PT,1613429121
338,sulangan,11.1373,123.7228,79.99,79,100,18.61,PH,1613429461
339,kahului,20.8947,-156.47,80.6,65,40,8.05,US,1613429095
340,hirara,24.8,125.2833,64.4,67,75,6.91,JP,1613429087
341,leh,34.1667,77.5833,4.69,67,0,2.93,IN,1613429056
342,iqaluit,63.7506,-68.5145,-7.6,71,40,13.8,CA,1613429144
343,emerald,-23.5333,148.1667,78.8,65,9,11.5,AU,1613429462
344,rio tercero,-32.173,-64.1141,64.99,95,75,1.99,AR,1613429462
345,tahe,52.3333,124.7333,-14.91,86,100,6.24,CN,1613429462
346,coolum beach,-26.5333,153.1,77.0,77,62,5.01,AU,1613429462
347,crawfordsville,40.0411,-86.8745,10.99,85,90,14.97,US,1613429462
348,zyryanovsk,49.7386,84.2719,4.69,87,58,0.16,KZ,1613429408
349,mokrousovo,55.8103,66.7653,-7.29,89,0,6.15,RU,1613429462
350,lamar,33.6668,-95.5836,12.99,62,1,13.8,US,1613429464
351,hebi,35.8992,114.1925,38.86,59,72,11.12,CN,1613429464
352,constitucion,-35.3333,-72.4167,60.31,76,33,6.91,CL,1613429464
353,mpongwe,-13.5091,28.155,61.7,84,100,4.18,ZM,1613429464
354,vilcun,-38.65,-72.2333,64.8,43,0,6.49,CL,1613429464
355,boulder city,35.9786,-114.8325,64.99,17,1,10.36,US,1613429465
356,great falls,47.5002,-111.3008,3.2,78,90,6.91,US,1613428939
357,ruidoso,33.3317,-105.673,28.4,64,1,12.66,US,1613429465
358,slavyanka,42.8633,131.3847,0.77,85,11,8.48,RU,1613429466
359,guerrero negro,27.9769,-114.0611,63.25,60,17,15.73,MX,1613429007
360,chuguyevka,44.1653,133.8633,-1.05,89,100,10.22,RU,1613429466
361,andrews,32.3187,-102.5457,15.8,73,90,6.29,US,1613429466
362,kattivakkam,13.2167,80.3167,71.6,88,20,3.65,IN,1613429466
363,kifri,34.6959,44.9661,63.57,35,0,9.53,IQ,1613429466
364,veroia,40.5233,22.2036,32.0,58,1,9.22,GR,1613429466
365,batagay,67.6333,134.6333,-28.46,83,0,2.73,RU,1613429467
366,ondjiva,-17.0667,15.7333,69.91,43,19,4.92,AO,1613429467
367,xai-xai,-25.0519,33.6442,78.53,88,100,12.5,MZ,1613429467
368,souillac,-20.5167,57.5167,78.8,89,75,4.61,MU,1613429097
369,witbank,-25.8713,29.2332,59.99,86,100,23.24,ZA,1613429467
370,san juan,-31.5375,-68.5364,78.55,41,74,10.2,AR,1613429467
371,fortuna,40.5982,-124.1573,53.01,100,75,6.91,US,1613429128
372,mahanoro,-19.9,48.8,75.79,83,100,3.15,MG,1613429468
373,manta,-0.95,-80.7333,84.2,70,75,5.75,EC,1613429468
374,aykhal,66.0,111.5,-29.92,82,0,3.38,RU,1613429151
375,the valley,18.217,-63.0578,78.8,69,40,14.97,AI,1613429215
376,imbituba,-28.24,-48.6703,73.4,88,40,5.75,BR,1613429468
377,abu samrah,35.3029,37.1841,49.08,82,25,9.24,SY,1613429146
378,xuchang,34.0167,113.8167,46.4,31,0,11.18,CN,1613429469
379,havre-saint-pierre,50.2334,-63.5986,12.2,62,40,9.22,CA,1613429469
380,muros,42.7762,-9.0603,60.01,75,98,15.01,ES,1613429144
381,santa isabel do rio negro,-0.4139,-65.0192,81.59,70,56,2.93,BR,1613429469
382,den helder,52.9599,4.7593,39.99,100,90,12.66,NL,1613429469
383,eyl,7.9803,49.8164,74.5,79,47,12.95,SO,1613429121
384,talnakh,69.4865,88.3972,-14.39,79,100,5.97,RU,1613429469
385,havoysund,70.9963,24.6622,26.6,93,90,3.44,NO,1613429470
386,comodoro rivadavia,-45.8667,-67.5,62.6,63,0,24.16,AR,1613429082
387,nanortalik,60.1432,-45.2371,19.98,88,0,21.3,GL,1613429470
388,susanville,40.4163,-120.653,50.0,46,1,21.85,US,1613429470
389,benghazi,32.1167,20.0667,49.59,72,44,24.83,LY,1613429470
390,rockhampton,-23.3833,150.5,80.6,61,75,11.5,AU,1613429470
391,mao,39.8885,4.2658,48.2,71,75,4.61,ES,1613429470
392,maniitsoq,65.4167,-52.9,4.39,84,42,9.8,GL,1613429470
393,nhulunbuy,-12.2333,136.7667,82.4,83,40,10.36,AU,1613429471
394,pitimbu,-7.4706,-34.8086,80.6,89,40,6.91,BR,1613429124
395,bideford,51.0179,-4.2046,52.0,86,100,17.0,GB,1613429471
396,kysyl-syr,63.8986,122.7617,-19.64,87,100,3.58,RU,1613429471
397,sayyan,15.1718,44.3244,54.18,38,10,3.62,YE,1613429472
398,novoseleznevo,55.6821,69.2056,-6.32,89,7,5.46,RU,1613429472
399,waipawa,-41.4122,175.5153,60.01,100,90,31.07,NZ,1613429472
400,kirovskaya,46.9748,40.0402,15.8,86,40,4.47,RU,1613429472
401,hay river,60.8156,-115.7999,-2.2,65,90,5.75,CA,1613429472
402,skala,50.2305,19.8536,18.0,92,100,4.61,PL,1613429472
403,nogliki,51.8333,143.1667,19.62,97,100,30.0,RU,1613429472
404,twentynine palms,34.1356,-116.0542,64.4,25,75,10.36,US,1613429398
405,tibacuy,4.3511,-72.4564,91.72,39,57,9.95,CO,1613429473
406,sao jose da coroa grande,-8.8978,-35.1478,79.77,80,82,8.52,BR,1613429473
407,severo-kurilsk,50.6789,156.125,23.76,90,22,9.42,RU,1613429073
408,biltine,14.5333,20.9167,70.32,21,0,9.17,TD,1613429473
409,sabla,12.7525,4.7077,79.59,15,0,12.06,NG,1613429474
410,whitehorse,60.7161,-135.0538,-13.0,70,1,2.64,CA,1613429166
411,boende,-0.2167,20.8667,71.96,95,100,2.93,CD,1613429141
412,christchurch,-43.5333,172.6333,57.99,54,75,17.27,NZ,1613429174
413,ketchikan,55.3422,-131.6461,35.6,80,75,8.05,US,1613429475
414,klaksvik,62.2266,-6.589,44.6,100,90,18.41,FO,1613429111
415,dunedin,-45.8742,170.5036,54.0,67,90,11.99,NZ,1613429416
416,arcelia,18.2833,-100.2667,89.42,15,0,4.81,MX,1613429475
417,taksimo,56.3444,114.8794,-24.7,73,0,2.86,RU,1613429475
418,kaitangata,-46.2817,169.8464,53.49,57,96,3.09,NZ,1613429108
419,amboise,47.4125,0.9827,48.2,76,0,10.36,FR,1613429476
420,xichang,27.8964,102.2634,45.03,72,59,2.37,CN,1613429158
421,revelstoke,50.9832,-118.2023,24.8,58,1,2.3,CA,1613429476
422,la rioja,42.25,-2.5,48.2,81,75,13.8,ES,1613429147
423,macusani,-14.0833,-70.4333,43.63,74,100,4.14,PE,1613429476
424,issoudun,47.0,1.8333,42.8,81,0,3.44,FR,1613429476
425,iquitos,-3.7481,-73.2472,89.6,66,20,5.75,PE,1613429476
426,havre,49.5833,0.3333,50.0,76,0,11.5,FR,1613429477
427,hokitika,-42.7167,170.9667,67.6,45,35,11.1,NZ,1613429410
428,nadapuram,11.7,75.6667,71.89,89,26,3.09,IN,1613429409
429,sorland,67.667,12.6934,19.4,93,0,2.3,NO,1613429158
430,yarim,14.298,44.3779,53.02,50,0,2.89,YE,1613429477
431,gizo,-8.103,156.8419,84.43,72,32,6.22,SB,1613429478
432,balingasay,16.3573,119.8564,76.57,74,59,12.95,PH,1613429478
433,yarmouth,41.7057,-70.2286,37.99,93,90,5.75,US,1613429478
434,taylorville,39.5489,-89.2945,3.99,95,90,24.16,US,1613429478
435,ascension,30.2169,-90.9001,26.6,86,90,11.88,US,1613429345
436,san policarpo,12.1791,125.5072,78.76,83,100,14.29,PH,1613429063
437,itum-kale,42.7356,45.5758,34.57,80,54,0.87,RU,1613429478
438,kununurra,-15.7667,128.7333,78.8,68,75,4.61,AU,1613429170
439,hlotse,-28.8718,28.045,57.97,88,10,1.99,LS,1613429478
440,severnyy,50.677,36.5532,8.6,85,75,2.24,RU,1613429478
441,hillsborough,37.5741,-122.3794,57.99,82,90,18.41,US,1613429479
442,buta,2.7858,24.73,74.66,65,86,2.17,CD,1613429479
443,baijiantan,45.6333,85.1833,12.56,95,58,1.3,CN,1613429479
444,saint george,37.1041,-113.5841,57.99,26,75,6.91,US,1613429106
445,bilibino,68.0546,166.4372,-9.2,85,86,0.65,RU,1613429479
446,isangel,-19.55,169.2667,84.2,84,90,9.22,VU,1613429086
447,nome,64.5011,-165.4064,12.2,57,1,3.44,US,1613429151
448,verkhnevilyuysk,63.4453,120.3167,-17.37,88,100,4.81,RU,1613429480
449,kirakira,-10.4544,161.9205,86.41,65,54,2.62,SB,1613429061
450,yar-sale,66.8333,70.8333,-9.36,89,100,16.55,RU,1613429480
451,yeppoon,-23.1333,150.7333,80.6,61,75,11.5,AU,1613429192
452,sumbe,-11.2061,13.8437,76.75,82,18,8.28,AO,1613429480
453,camacupa,-12.0167,17.4833,63.68,63,40,3.56,AO,1613429480
454,westport,41.1415,-73.3579,33.8,86,90,6.91,US,1613429481
455,sobolevo,54.4299,31.8996,-7.98,91,46,3.0,RU,1613429481
456,acapulco,16.8634,-99.8901,80.6,57,1,10.36,MX,1613429137
457,manggar,-2.8833,108.2667,77.43,83,73,10.09,ID,1613429481
458,kagalnik,47.0769,39.323,15.8,86,40,4.47,RU,1613429481
459,linhares,-19.3911,-40.0722,75.24,84,100,5.61,BR,1613429482
460,walvis bay,-22.9575,14.5053,64.0,77,0,2.3,NA,1613429143
461,iskateley,67.6803,53.1512,-18.31,86,100,11.97,RU,1613429088
462,nador,35.174,-2.9287,59.0,77,20,8.05,MA,1613429482
463,port shepstone,-30.7414,30.455,68.18,76,100,23.04,ZA,1613429166
464,terre haute,39.4667,-87.4139,14.0,85,90,18.41,US,1613429343
465,ahuimanu,21.4447,-157.8378,78.8,69,40,12.66,US,1613429483
466,kushima,31.4583,131.2333,44.6,57,20,17.27,JP,1613429125
467,bulawayo,-20.15,28.5833,66.58,92,100,5.57,ZW,1613429483
468,sajanan,37.0573,9.2426,42.8,81,40,2.3,TN,1613429483
469,bud,39.447,-86.1758,14.0,92,100,17.74,US,1613429483
470,bam,29.106,58.357,51.1,35,0,2.46,IR,1613429484
471,yuzhou,34.1628,113.4639,46.4,31,0,11.18,CN,1613429484
472,buin,-33.7333,-70.75,75.0,53,20,6.91,CL,1613429111
473,sur,22.5667,59.5289,71.13,60,0,9.06,OM,1613429136
474,ilheus,-14.7889,-39.0494,80.6,74,20,10.36,BR,1613429484
475,broome,42.2506,-75.833,27.0,93,90,4.61,US,1613429484
476,hof,50.3167,11.9167,30.99,95,100,8.01,DE,1613429233
477,strelka,58.0728,93.0344,1.6,92,100,7.52,RU,1613429484
478,lixourion,38.2019,20.4314,40.37,64,0,17.49,GR,1613429485
479,champerico,14.3,-91.9167,89.6,48,20,9.22,GT,1613429485
480,farafangana,-22.8167,47.8333,75.92,88,100,3.87,MG,1613429485
481,brigantine,39.4101,-74.3646,37.4,87,90,10.36,US,1613429485
482,mangrol,21.1167,70.1167,66.67,81,0,7.18,IN,1613429485
483,pereslavl-zalesskiy,56.7393,38.8563,-9.4,90,0,7.29,RU,1613429485
484,masvingo,-20.0637,30.8277,67.75,97,100,5.48,ZW,1613429485
485,kyra,49.5776,111.9753,-19.55,80,2,5.3,RU,1613429486
486,tecoanapa,16.5167,-98.75,78.82,56,0,10.02,MX,1613429486
487,tatishchevo,51.6703,45.5953,-10.91,90,1,5.46,RU,1613429486
488,falavarjan,32.5553,51.5097,30.2,40,0,6.91,IR,1613429486
489,copalillo,18.0333,-99.1167,89.01,12,0,1.99,MX,1613429486
490,alekseyevka,50.6309,38.6903,6.28,92,68,3.98,RU,1613429370
491,sioux lookout,50.1001,-91.917,-0.4,46,1,6.91,CA,1613428932
492,azov,47.1078,39.4165,15.8,86,40,4.47,RU,1613429486
493,balikpapan,-1.2675,116.8289,77.0,94,40,4.61,ID,1613429488
494,tankhoy,51.5528,105.1306,4.35,89,100,3.42,RU,1613429488
495,mariakani,-3.8633,39.4736,72.61,92,100,3.69,KE,1613429488
496,agadez,19.75,10.25,64.33,23,0,10.85,NE,1613429488
497,gat,31.61,34.7642,55.0,73,69,5.88,IL,1613429070
498,linxia,35.6003,103.2064,30.06,85,45,3.24,CN,1613429488
499,abu dhabi,24.4667,54.3667,64.4,94,0,1.14,AE,1613429243
500,pinsk,52.1229,26.0951,7.16,96,87,2.68,BY,1613429488
501,sakakah,29.9697,40.2064,62.6,42,0,4.61,SA,1613429097
502,byron bay,-28.65,153.6167,71.6,94,75,8.05,AU,1613429490
503,uirauna,-6.5183,-38.4122,74.3,92,100,8.16,BR,1613429490
504,deshnok,27.7986,73.3447,63.23,30,0,6.87,IN,1613429490
505,san ramon,37.7799,-121.978,61.0,82,90,12.66,US,1613428939
506,paamiut,61.994,-49.6678,9.32,83,16,7.52,GL,1613429156
507,aksu,41.1231,80.2644,28.13,91,0,1.74,CN,1613429135
508,killybegs,54.6333,-8.45,48.0,93,100,15.01,IE,1613429490
509,dourbali,11.8091,15.8632,75.09,17,0,11.39,TD,1613429491
510,norman wells,65.282,-126.8329,-7.6,77,75,3.44,CA,1613429058
511,tudela,42.0617,-1.6045,48.2,81,90,18.41,ES,1613429491
512,moron,-34.6534,-58.6198,79.0,58,74,5.99,AR,1613428949
513,ust-koksa,50.2696,85.6108,17.38,80,68,1.59,RU,1613429491
514,general roca,-39.0333,-67.5833,73.4,43,0,5.75,AR,1613429491
515,henties bay,-22.116,14.2845,64.0,85,14,11.18,NA,1613429168
516,cajamarca,-7.1638,-78.5003,54.27,84,99,7.36,PE,1613429492
517,esso,55.9333,158.7,2.91,80,0,1.9,RU,1613429492
518,buala,-8.145,159.5921,83.46,79,57,6.29,SB,1613429139
519,labuhan,-6.8844,112.2051,77.81,86,94,5.03,ID,1613429492
520,sibolga,1.7427,98.7792,75.36,79,0,4.34,ID,1613429492
521,honggang,46.4667,124.8667,-6.63,89,92,10.09,CN,1613429492
522,sola,-13.8833,167.55,82.9,81,100,12.1,VU,1613429492
523,petropavlovsk-kamchatskiy,53.0452,158.6483,-0.4,71,15,11.18,RU,1613428907
524,andenes,69.3143,16.1194,32.0,86,2,11.5,NO,1613429493
525,jiayuguan,39.8167,98.3,28.71,79,90,3.98,CN,1613429493
526,kilindoni,-7.9139,39.6668,80.49,81,99,10.36,TZ,1613429493
527,dalaba,10.7,-12.25,64.74,58,16,2.59,GN,1613429493
528,songjianghe,42.1859,127.479,-2.79,88,100,6.35,CN,1613429493
529,portland,45.5234,-122.6762,48.0,81,90,6.91,US,1613429063
530,kizner,56.2749,51.508,-7.92,90,100,5.17,RU,1613429493
531,vardo,70.3705,31.1107,15.8,73,40,14.97,NO,1613429136
532,marataizes,-21.0433,-40.8244,77.45,89,100,9.84,BR,1613429494
533,casma,-41.0082,-73.1244,73.4,46,0,13.8,CL,1613429494
534,masallatah,32.6167,14.0,47.32,54,83,15.68,LY,1613429345
535,raudeberg,61.9875,5.1352,37.99,77,97,9.28,NO,1613429495
536,algiers,36.7525,3.042,41.0,93,0,2.3,DZ,1613429213
537,gazanjyk,39.2446,55.5154,48.74,67,0,1.86,TM,1613429495
538,beidao,34.5686,105.8933,30.99,73,66,5.99,CN,1613429495
539,sisimiut,66.9395,-53.6735,3.42,83,1,12.46,GL,1613429495
540,cassilandia,-19.1133,-51.7342,75.16,87,66,3.29,BR,1613429474
541,mahon,39.8885,4.2658,48.2,71,75,4.61,ES,1613429496
542,eregli,37.5133,34.0467,38.52,86,100,8.84,TR,1613429496
543,warrington,53.3925,-2.5802,53.6,87,97,12.66,GB,1613429496
544,laguna,38.421,-121.4238,61.0,77,75,10.36,US,1613429150
545,berlevag,70.8578,29.0864,24.8,80,90,8.05,NO,1613429120
546,dukat,62.55,155.55,-16.91,86,100,3.31,RU,1613429496
547,invermere,50.5167,-116.0354,17.01,56,100,1.39,CA,1613429497
548,chalmette,29.9427,-89.9634,34.0,86,90,6.91,US,1613429497
549,faya,18.3851,42.4509,60.8,31,0,5.75,SA,1613429172
550,aquiraz,-3.9014,-38.3911,82.4,78,0,6.91,BR,1613429499
551,desaguadero,-16.5656,-69.0417,51.69,56,84,1.3,PE,1613429499
552,tyrma,50.0833,132.1667,-4.45,88,100,4.59,RU,1613429499
553,mikhaylovka,50.06,43.2379,7.0,86,0,3.47,RU,1613429500
554,manzanillo,20.3433,-77.1167,80.83,64,15,5.79,CU,1613429500
555,balkhash,46.844,74.9804,21.63,95,100,7.56,KZ,1613429500
